O que o dinossauro faz uma vez por ano?,Aniversauro.,2017-09-02 06:07:15.582 +00:00,2017-09-02 06:07:15.582 +00:00
O que o nadador faz para bater o recorde?,Nada.,2017-09-02 06:07:15.582 +00:00,2017-09-02 06:07:15.582 +00:00
Qual é a planta que está sempre babando?,A babosa.,2017-09-02 06:07:15.584 +00:00,2017-09-02 06:07:15.584 +00:00
Qual o estado do Brasil queria ser um veículo?,Sergipe.,2017-09-02 06:07:15.585 +00:00,2017-09-02 06:07:15.585 +00:00
"O que é, o que é? É salgada e não veio do mar, é gota e não veio do céu, quando cai não quer parar, todo mundo já lambeu?",Lágrima.,2017-09-02 06:07:15.585 +00:00,2017-09-02 06:07:15.585 +00:00
Qual sapato anda de maneira desengonçada?,Tá-manco.,2017-09-02 06:07:15.585 +00:00,2017-09-02 06:07:15.585 +00:00
"Não estou vivo, mas cresço. Não tenho pulmões, mas preciso de ar. Não tenho boca, mas a água me mata. O que eu sou?",Fogo.,2017-09-02 06:07:15.585 +00:00,2017-09-02 06:07:15.585 +00:00
"O pato botou um ovo, para que lado o ovo rola?","Nenhum, porque pato não bota ovo, só a pata bota.",2017-09-02 06:07:15.585 +00:00,2017-09-02 06:07:15.585 +00:00
Por que o rio foi ao dentista?,Para fazer um canal.,2017-09-02 06:07:15.585 +00:00,2017-09-02 06:07:15.585 +00:00
Em que lugar no mundo mais chove?,No chão.,2017-09-02 06:07:15.586 +00:00,2017-09-02 06:07:15.586 +00:00
Qual é a cidade que quando chove molha os bêbados?,Bar-sem-lona.,2017-09-02 06:07:15.586 +00:00,2017-09-02 06:07:15.586 +00:00
Qual o cantor que é a favor da letra?,Pro-jota.,2017-09-02 06:07:15.586 +00:00,2017-09-02 06:07:15.586 +00:00
Qual a cantora que está bem e sempre pergunta sobre você?,Bem-y-ocê?,2017-09-02 06:07:15.586 +00:00,2017-09-02 06:07:15.586 +00:00
Qual a cidade favorita das moscas?,Boston.,2017-09-02 06:07:15.586 +00:00,2017-09-02 06:07:15.586 +00:00
Qual o estado brasileiro que começa com um membro do seu corpo?,Pernambuco.,2017-09-02 06:07:15.586 +00:00,2017-09-02 06:07:15.586 +00:00
"O que é, o que é? Não tem pé e corre, tem leito e não dorme, quando para morre?",O rio.,2017-09-02 06:07:15.586 +00:00,2017-09-02 06:07:15.586 +00:00
Qual é o tipo de música preferida do Papai Noel?,É o Rock rou rou rou.,2017-09-02 06:07:15.586 +00:00,2017-09-02 06:07:15.586 +00:00
Quem é o dono da floresta?,Seu Vagem.,2017-09-02 06:07:15.587 +00:00,2017-09-02 06:07:15.587 +00:00
Qual o país que mais produz vinho?,Uva-ticano.,2017-09-02 06:07:15.587 +00:00,2017-09-02 06:07:15.587 +00:00
Qual a semelhança entre cachorros e ouro?,Tem uns quilate.,2017-09-02 06:07:15.587 +00:00,2017-09-02 06:07:15.587 +00:00
Como fazer uma visita inesperada ir embora?,Desligando o Wi-Fi.,2017-09-02 06:07:15.587 +00:00,2017-09-02 06:07:15.587 +00:00
Qual é a cantora que todo mundo respeita?,Lei de Gaga.,2017-09-02 06:07:15.587 +00:00,2017-09-02 06:07:15.587 +00:00
Qual é a operadora que sempre concorda?,Claro.,2017-09-02 06:07:15.587 +00:00,2017-09-02 06:07:15.587 +00:00
Qual é a operadora que nunca diz tchau?,Oi.,2017-09-02 06:07:15.588 +00:00,2017-09-02 06:07:15.588 +00:00
Qual é a piada do mecânico?,Aquela cheia de graxa.,2017-09-02 06:07:15.588 +00:00,2017-09-02 06:07:15.588 +00:00
Qual é a vó da bebida?,A Vó-dka.,2017-09-02 06:07:15.588 +00:00,2017-09-02 06:07:15.588 +00:00
Qual é a tia dos acessórios?,A Tia-ara.,2017-09-02 06:07:15.588 +00:00,2017-09-02 06:07:15.588 +00:00
O que o azeite disse para o vinagre?,"Falo nada, só óleo.",2017-09-02 06:07:15.588 +00:00,2017-09-02 06:07:15.588 +00:00
Qual é a parte do corpo que não tem ar?,O só-vacuo.,2017-09-02 06:07:15.588 +00:00,2017-09-02 06:07:15.588 +00:00
O que um cientista careca disse para um outro cientista careca?,Lisossomos.,2017-09-02 06:07:15.588 +00:00,2017-09-02 06:07:15.588 +00:00
Por que o segurança ganha todas as corridas?,Porque segurança em primeiro lugar!,2017-09-02 06:07:15.588 +00:00,2017-09-02 06:07:15.588 +00:00
O que é uma velha sem relógio?,Uma sem hora.,2017-09-02 06:07:15.588 +00:00,2017-09-02 06:07:15.588 +00:00
Quem é o pai da horta?,O seu-noura.,2017-09-02 06:07:15.588 +00:00,2017-09-02 06:07:15.588 +00:00
Quem é a mãe da horta?,A mãe-dioca.,2017-09-02 06:07:15.588 +00:00,2017-09-02 06:07:15.588 +00:00
Qual é a cidade mais aplaudida do Brasil?,Palmas.,2017-09-02 06:07:15.589 +00:00,2017-09-02 06:07:15.589 +00:00
O que a ovelha disse para a avó?,Ô velha.,2017-09-02 06:07:15.589 +00:00,2017-09-02 06:07:15.589 +00:00
Qual o país que tem uma parte do corpo humano cheio da grana?,Costa Rica.,2017-09-02 06:07:15.589 +00:00,2017-09-02 06:07:15.589 +00:00
Qual é o jogador que corre dando risadas?,Kaká.,2017-09-02 06:07:15.589 +00:00,2017-09-02 06:07:15.589 +00:00
Qual língua os cães falam?,Latin.,2017-09-02 06:07:15.590 +00:00,2017-09-02 06:07:15.590 +00:00
Qual é o dia que nunca chega?,O amanhã.,2017-09-02 06:07:15.590 +00:00,2017-09-02 06:07:15.590 +00:00
O que o pires disse para a xícara?,Tira a bunda de cima de mim.,2017-09-02 06:07:15.590 +00:00,2017-09-02 06:07:15.590 +00:00
"Responda se for capaz, sem ficar atrapalhado: nosso rei Pedro II, onde é que foi coroado?",Na cabeça.,2017-09-02 06:07:15.591 +00:00,2017-09-02 06:07:15.591 +00:00
De que o diabo morreu?,Diabetes.,2017-09-02 06:07:15.591 +00:00,2017-09-02 06:07:15.591 +00:00
Qual é a parte do corpo que está sempre ligada?,ON-bro.,2017-09-02 06:07:15.591 +00:00,2017-09-02 06:07:15.591 +00:00
Qual a cantora que tem medo de felinos?,Marília MedOnça.,2017-09-02 06:07:15.591 +00:00,2017-09-02 06:07:15.591 +00:00
O que passa por dentro de casa mas fica do lado de fora?,O botão da camisa.,2017-09-02 06:07:15.591 +00:00,2017-09-02 06:07:15.591 +00:00
Qual é o animal que começa pela fruta e termina pela marcha?,Jaca-ré.,2017-09-02 06:07:15.591 +00:00,2017-09-02 06:07:15.591 +00:00
Qual o aeroporto favorito do bêbado?,Viracopos.,2017-09-02 06:07:15.591 +00:00,2017-09-02 06:07:15.591 +00:00
Qual a metade de nove?,No.,2017-09-02 06:07:15.591 +00:00,2017-09-02 06:07:15.591 +00:00
O que a célula disse para o cabeleireiro?,Mitose.,2017-09-02 06:07:15.591 +00:00,2017-09-02 06:07:15.591 +00:00
Por que a mata é virgem?,Porque o vento é fresco.,2017-09-02 06:07:15.591 +00:00,2017-09-02 06:07:15.591 +00:00
Qual a capital mais admirada do mundo?,Caraaaaacas!,2017-09-02 06:07:15.591 +00:00,2017-09-02 06:07:15.591 +00:00
Qual automóvel está sempre ligado?,O on-ibus.,2017-09-02 06:07:15.591 +00:00,2017-09-02 06:07:15.591 +00:00
O que quanto mais cresce mais fica perto do chão?,Cabelo.,2017-09-02 06:07:15.594 +00:00,2017-09-02 06:07:15.594 +00:00
O que é duro em cima e mole embaixo?,Vassoura.,2017-09-02 06:07:15.595 +00:00,2017-09-02 06:07:15.595 +00:00
Por que a gata não quer beber Red Bull?,Porque ela prefere Gatorade.,2017-09-02 06:07:15.595 +00:00,2017-09-02 06:07:15.595 +00:00
O que é por dentro branco e por fora amarelo?,Banana.,2017-09-02 06:07:15.595 +00:00,2017-09-02 06:07:15.595 +00:00
Como se chamava o Renato Russo antes de 1991?,Renato Soviético.,2017-09-02 06:07:15.595 +00:00,2017-09-02 06:07:15.595 +00:00
Qual é a capital mais assustadora do mundo?,Bruxelas.,2017-09-02 06:07:15.595 +00:00,2017-09-02 06:07:15.595 +00:00
Como os sapos modernos se comunicam?,"Web, web, web...",2017-09-02 06:07:15.595 +00:00,2017-09-02 06:07:15.595 +00:00
O que a galinha faz quando está com febre?,Bota ovo cozido.,2017-09-02 06:07:15.595 +00:00,2017-09-02 06:07:15.595 +00:00
Qual a fruta preferida dos anões?,Banana nanica.,2017-09-02 06:07:15.596 +00:00,2017-09-02 06:07:15.596 +00:00
O ursinho levou um tombo e caiu. Qual é o nome do desenho?,O Ursinho Puuuuuuf.,2017-09-02 06:07:15.596 +00:00,2017-09-02 06:07:15.596 +00:00
O que o lápis disse para o apontador?,Estou desapontado.,2017-09-02 06:07:15.596 +00:00,2017-09-02 06:07:15.596 +00:00
Qual é o ar mais inteligente?,Ar-con-dicionário.,2017-09-02 06:07:15.596 +00:00,2017-09-02 06:07:15.596 +00:00
O que o leite de caixinha disse pro leite de saquinho?,Vem pra Caixa você também!,2017-09-02 06:07:15.596 +00:00,2017-09-02 06:07:15.596 +00:00
Qual é o dinossauro mais cheiroso do mundo?,O Tiranossauro Rex-ona.,2017-09-02 06:07:15.596 +00:00,2017-09-02 06:07:15.596 +00:00
O rato roeu a roupa do rei de Roma. Quantas letras R têm isso?,"A palavra ""isso"" não tem a letra R.",2017-09-02 06:07:15.596 +00:00,2017-09-02 06:07:15.596 +00:00
O que o cachorro saudável faz?,Ele light.,2017-09-02 06:07:15.596 +00:00,2017-09-02 06:07:15.596 +00:00
Qual o urso que mais salta?,O urso pular.,2017-09-02 06:07:15.596 +00:00,2017-09-02 06:07:15.596 +00:00
Qual é a metade de Oito?,Oi.,2017-09-02 06:07:15.596 +00:00,2017-09-02 06:07:15.596 +00:00
"Sem dedos eu aponto, sem braços eu golpeio, sem pés eu corro. O que sou?",Relógio.,2017-09-02 06:07:15.596 +00:00,2017-09-02 06:07:15.596 +00:00
Qual é a evolução grudenta do James Bond?,Super Bonder.,2017-09-02 06:07:15.597 +00:00,2017-09-02 06:07:15.597 +00:00
Qual é o ator que mais usa o telefone?,Edson Celulari.,2017-09-02 06:07:15.597 +00:00,2017-09-02 06:07:15.597 +00:00
O que o verão disse pro outro?,Eu verei e eles verão.,2017-09-02 06:07:15.597 +00:00,2017-09-02 06:07:15.597 +00:00
O que uma abelha com sono disse pra outra?,Zzzzzzzzzzzz!,2017-09-02 06:07:15.597 +00:00,2017-09-02 06:07:15.597 +00:00
Por que não torço para o Botafogo?,Tenho medo de me queimar.,2017-09-02 06:07:15.597 +00:00,2017-09-02 06:07:15.597 +00:00
Por que o motorista do Neymar foi preso?,Porque ele estava transportando um crack.,2017-09-02 06:07:15.597 +00:00,2017-09-02 06:07:15.597 +00:00
Quem escuta tudo mas não fala pra ninguém?,As orelhas.,2017-09-02 06:07:15.597 +00:00,2017-09-02 06:07:15.597 +00:00
Por que o círculo sempre está quente?,Porque ele tem 360 graus.,2017-09-02 06:07:15.598 +00:00,2017-09-02 06:07:15.598 +00:00
Qual cor é elétrica?,Rosa choque.,2017-09-02 06:07:15.598 +00:00,2017-09-02 06:07:15.598 +00:00
Qual é o filme em que um pai dá 5 reais ao filho e manda ele devolver 2?,Mandagastar 3.,2017-09-02 06:07:15.598 +00:00,2017-09-02 06:07:15.598 +00:00
Qual o ator que leva a religião muito a sério?,Tom Cruz.,2017-09-02 06:07:15.598 +00:00,2017-09-02 06:07:15.598 +00:00
Qual é a diferença da mandioca para a cadeira?,"Se você não sabe, então cuidado onde senta.",2017-09-02 06:07:15.598 +00:00,2017-09-02 06:07:15.598 +00:00
Por que planta pequena não fala?,Porque ela é muda!,2017-09-02 06:07:15.598 +00:00,2017-09-02 06:07:15.598 +00:00
Qual o lugar mais velho do Brasil?,Porto Velho.,2017-09-02 06:07:15.598 +00:00,2017-09-02 06:07:15.598 +00:00
O que tem a cabeça cheia de dentes e os vampiros temem muito?,Alho.,2017-09-02 06:07:15.598 +00:00,2017-09-02 06:07:15.598 +00:00
O que o Saci disse pro outro depois da janta?,Estou Saci-ado.,2017-09-02 06:07:15.598 +00:00,2017-09-02 06:07:15.598 +00:00
Qual é a cidade mais limpa?,Vassouras.,2017-09-02 06:07:15.598 +00:00,2017-09-02 06:07:15.598 +00:00
Qual é a pessoa que descobre as dores dos doentes?,O caça-dor.,2017-09-02 06:07:15.598 +00:00,2017-09-02 06:07:15.598 +00:00
Qual cidade tem quatro partes?,FOURtaleza.,2017-09-02 06:07:15.599 +00:00,2017-09-02 06:07:15.599 +00:00
O que trabalha apanhando?,Prego.,2017-09-02 06:07:15.599 +00:00,2017-09-02 06:07:15.599 +00:00
Qual é o nome do médico que está sempre desligado?,Off-talmologista.,2017-09-02 06:07:15.599 +00:00,2017-09-02 06:07:15.599 +00:00
Qual o ator que não assume o que faz?,Arnold Faz-e-nega.,2017-09-02 06:07:15.599 +00:00,2017-09-02 06:07:15.599 +00:00
Qual luz vem da ovelha?,Lã-terna.,2017-09-02 06:07:15.603 +00:00,2017-09-02 06:07:15.603 +00:00
Qual o rio mais azedo?,Rio Só-limões.,2017-09-02 06:07:15.603 +00:00,2017-09-02 06:07:15.603 +00:00
Qual lugar mais certo do Brasil?,Sertão.,2017-09-02 06:07:15.604 +00:00,2017-09-02 06:07:15.604 +00:00
"Sou velho e sou domado, estava lá no teu primeiro suspiro. Você não pediu, mas sigo você até a morte. Quem sou eu?",Seu nome.,2017-09-02 06:07:15.604 +00:00,2017-09-02 06:07:15.604 +00:00
Qual o filme animado favorito do Thor?,Thor Story.,2017-09-02 06:07:15.604 +00:00,2017-09-02 06:07:15.604 +00:00
Por que a formiga só tem 4 amigas?,"Porque se fossem 5, seriam fivemigas.",2017-09-02 06:07:15.604 +00:00,2017-09-02 06:07:15.604 +00:00
Qual a operadora que nunca morre?,Vivo.,2017-09-02 06:07:15.604 +00:00,2017-09-02 06:07:15.604 +00:00
Qual a semelhança entre o namoro à distância e a orelha de um boi?,Os dois estão perto do chifre e longe do rabo.,2017-09-02 06:07:15.604 +00:00,2017-09-02 06:07:15.604 +00:00
Qual é a cidade preferida das moscas?,Moscou.,2017-09-02 06:07:15.604 +00:00,2017-09-02 06:07:15.604 +00:00
Qual é o eletrodoméstico do Thor?,A THORradeira.,2017-09-02 06:07:15.605 +00:00,2017-09-02 06:07:15.605 +00:00
Qual é a brincadeira predileta dos tímidos?,Esconde-esconde.,2017-09-02 06:07:15.606 +00:00,2017-09-02 06:07:15.606 +00:00
Qual a máquina agrícola preferida do Thor?,O traThor.,2017-09-02 06:07:15.606 +00:00,2017-09-02 06:07:15.606 +00:00
Qual é a profissão do Thor?,PinThor.,2017-09-02 06:07:15.607 +00:00,2017-09-02 06:07:15.607 +00:00
Que energia só tem em casa?,Energia soLAR.,2017-09-02 06:07:15.607 +00:00,2017-09-02 06:07:15.607 +00:00
Por que a galinha subiu na árvore?,Porque ela queria botar pra quebrar.,2017-09-02 06:07:15.607 +00:00,2017-09-02 06:07:15.607 +00:00
"Por mais bonito que eu seja, quem me vê não me deseja, quem sou eu?",Caixão.,2017-09-02 06:07:15.607 +00:00,2017-09-02 06:07:15.607 +00:00
Hoje em dia o que se deve fazer para a visita ir embora?,Deligar o Wi-Fi.,2017-09-02 06:07:15.607 +00:00,2017-09-02 06:07:15.607 +00:00
Qual o apelido do para-raio?,Sequestro relâmpago.,2017-09-02 06:07:15.607 +00:00,2017-09-02 06:07:15.607 +00:00
"Um açougueiro mede 1,80, calça 40 e pesa?",A carne.,2017-09-02 06:07:15.607 +00:00,2017-09-02 06:07:15.607 +00:00
Qual a cidade preferida do Papai Noel?,Natal.,2017-09-02 06:07:15.607 +00:00,2017-09-02 06:07:15.607 +00:00
Qual avião podemos comer?,14-bis.,2017-09-02 06:07:15.607 +00:00,2017-09-02 06:07:15.607 +00:00
Qual carro balança a rede?,Gol.,2017-09-02 06:07:15.607 +00:00,2017-09-02 06:07:15.607 +00:00
Qual carro serve pra jogar?,Uno.,2017-09-02 06:07:15.607 +00:00,2017-09-02 06:07:15.607 +00:00
Qual a cidade mais venenosa do Brasil?,Cascavel.,2017-09-02 06:07:15.607 +00:00,2017-09-02 06:07:15.607 +00:00
"Onde é que quem entra, não vê e quem vê, não entra?",Túmulo.,2017-09-02 06:07:15.607 +00:00,2017-09-02 06:07:15.607 +00:00
O que o Goku foi fazer na Riachuelo?,Comprar saia-jeans.,2017-09-02 06:07:15.607 +00:00,2017-09-02 06:07:15.607 +00:00
O menino foi jogar tênis. Como ele voltou?,Descalço.,2017-09-02 06:07:15.607 +00:00,2017-09-02 06:07:15.607 +00:00
Que tipo de barba tem um tubarão.,Barba-tana.,2017-09-02 06:07:15.607 +00:00,2017-09-02 06:07:15.607 +00:00
"O que é o que é, até a pessoa mais fraca do mundo levanta do chão, mas nem a mais forte consegue atirar longe?",Papel de bala.,2017-09-02 06:07:15.607 +00:00,2017-09-02 06:07:15.607 +00:00
Por que o Perna Longa não mente?,Porque a mentira tem perna curta.,2017-09-02 06:07:15.607 +00:00,2017-09-02 06:07:15.607 +00:00
Qual fita diz o nome de uma operadora?,Fita de ceTIM.,2017-09-02 06:07:15.607 +00:00,2017-09-02 06:07:15.607 +00:00
Qual a cantora gospel que adora quando molhamos as terras?,Aline Barros.,2017-09-02 06:07:15.607 +00:00,2017-09-02 06:07:15.607 +00:00
O que acontece quando uma cobra deve para outra cobra?,A cobra cobra a cobra.,2017-09-02 06:07:15.607 +00:00,2017-09-02 06:07:15.607 +00:00
O que o menino fez pra não ir no oculista?,Se mudou para Boa Vista.,2017-09-02 06:07:15.607 +00:00,2017-09-02 06:07:15.607 +00:00
Como o homem entrou na loja sem enxergar e saiu vendo?,Ele pagou à vista.,2017-09-02 06:07:15.607 +00:00,2017-09-02 06:07:15.607 +00:00
Qual é a semente preferida das moscas?,Noz-moscada.,2017-09-02 06:07:15.607 +00:00,2017-09-02 06:07:15.607 +00:00
O que a foca mais gosta de fazer?,Fo-Foca.,2017-09-02 06:07:15.607 +00:00,2017-09-02 06:07:15.607 +00:00
Por que o vidente quis ir pra Alemanha?,Porque ele aprendeu a-lê-mão.,2017-09-02 06:07:15.607 +00:00,2017-09-02 06:07:15.607 +00:00
Qual o tipo de internet que o mineiro usa?,Uai-Fi.,2017-09-02 06:07:15.607 +00:00,2017-09-02 06:07:15.607 +00:00
O que o Exterminador do Futuro falou com o homem que conserta computadores?,"Instala Vista, baby.",2017-09-02 06:07:15.608 +00:00,2017-09-02 06:07:15.608 +00:00
O que o sapo falou com o Bob Marley?,Reeague Reaague.,2017-09-02 06:07:15.608 +00:00,2017-09-02 06:07:15.608 +00:00
Qual o animal que não fica sem dinheiro?,"O mico, pois tem sempre alguém pagando um mico.",2017-09-02 06:07:15.608 +00:00,2017-09-02 06:07:15.608 +00:00
Fui em uma festa e não encontrei refrigerante. Qual o nome do filme?,Procurando Dolly.,2017-09-02 06:07:15.608 +00:00,2017-09-02 06:07:15.608 +00:00
O que uma televisão com olhos faz?,Ela TV.,2017-09-02 06:07:15.608 +00:00,2017-09-02 06:07:15.608 +00:00
O que é tem pernas mas não anda?,A calça.,2017-09-02 06:07:15.608 +00:00,2017-09-02 06:07:15.608 +00:00
Todos foram ao médico tomar soro. O que acontece na hora do Fernando?,O Soro-caba.,2017-09-02 06:07:15.608 +00:00,2017-09-02 06:07:15.608 +00:00
Como o Batman dorme?,De Bruce.,2017-09-02 06:07:15.609 +00:00,2017-09-02 06:07:15.609 +00:00
"O que são sete irmãs, cinco tem sobrenome e duas não?","Segunda-feira, Terça-feira, Quarta-feira, Quinta-feira, Sexta-feira, Sábado e Domingo.",2017-09-02 06:07:15.609 +00:00,2017-09-02 06:07:15.609 +00:00
"Um homem encontrou uma vaca morta de fome e de sede. O que ele deu pra ela, água ou comida?","Nada, pois ela estava morta.",2017-09-02 06:07:15.609 +00:00,2017-09-02 06:07:15.609 +00:00
Qual ator está a venda nos postos de combustível?,Vin Diesel.,2017-09-02 06:07:15.609 +00:00,2017-09-02 06:07:15.609 +00:00
Qual é o jogador de futebol que dá premiações para os filmes?,O Oscar.,2017-09-02 06:07:15.609 +00:00,2017-09-02 06:07:15.609 +00:00
Por que o menino colocou a água no pote?,Pra deixar a água potável.,2017-09-02 06:07:15.609 +00:00,2017-09-02 06:07:15.609 +00:00
Quais são os membros da família que gostam de falar e cantar?,Avós.,2017-09-02 06:07:15.609 +00:00,2017-09-02 06:07:15.609 +00:00
O que não pode faltar no meio da festa?,A letra s.,2017-09-02 06:07:15.609 +00:00,2017-09-02 06:07:15.609 +00:00
O que tem 39 irmãos e morre queimado?,Palito de fósforo.,2017-09-02 06:07:15.609 +00:00,2017-09-02 06:07:15.609 +00:00
Qual é o país preferido do padeiro?,O Ja-Pão.,2017-09-02 06:07:15.609 +00:00,2017-09-02 06:07:15.609 +00:00
Qual o sentido que odeia relógios?,Sentido anti-horário.,2017-09-02 06:07:15.609 +00:00,2017-09-02 06:07:15.609 +00:00
Qual é o país que tem mais comida no natal?,O Peru.,2017-09-02 06:07:15.609 +00:00,2017-09-02 06:07:15.609 +00:00
Qual é o jogador de futebol que adora abrir portas?,Xavi.,2017-09-02 06:07:15.609 +00:00,2017-09-02 06:07:15.609 +00:00
Qual caneta que tem avós?,A ca-netinha.,2017-09-02 06:07:15.609 +00:00,2017-09-02 06:07:15.609 +00:00
O que o Batman faz quando está com a câmera na mão?,Bat-foto.,2017-09-02 06:07:15.609 +00:00,2017-09-02 06:07:15.609 +00:00
Onde o doente não pode ficar?,No eleva-dor.,2017-09-02 06:07:15.609 +00:00,2017-09-02 06:07:15.609 +00:00
Por que no dia dos namorados o comércio vende mais que no dia das mães?,Porque mãe a gente tem uma só.,2017-09-02 06:07:15.610 +00:00,2017-09-02 06:07:15.610 +00:00
"Na frase ""João foi mal em todas as provas"", onde está o sujeito?","Na internet, com certeza.",2017-09-02 06:07:15.610 +00:00,2017-09-02 06:07:15.610 +00:00
O que é o que é voa sem ter asas e chora sem ter olhos?,A nuvem.,2017-09-02 06:07:15.610 +00:00,2017-09-02 06:07:15.610 +00:00
Onde fica o centro da gravidade?,Na letra i.,2017-09-02 06:07:15.610 +00:00,2017-09-02 06:07:15.610 +00:00
Em qual parte do corpo o Max mora?,No Max-lar.,2017-09-02 06:07:15.610 +00:00,2017-09-02 06:07:15.610 +00:00
Quando é que um vampiro sobe na vida?,Quando ele morde o pescoço de uma girafa.,2017-09-02 06:07:15.610 +00:00,2017-09-02 06:07:15.610 +00:00
Qual jogador de futebol que o Batman mais gosta?,O Robben.,2017-09-02 06:07:15.610 +00:00,2017-09-02 06:07:15.610 +00:00
"O que é que nós não vemos, mas incomoda a vista?",Um cisco.,2017-09-02 06:07:15.610 +00:00,2017-09-02 06:07:15.610 +00:00
Qual a cidade que mais tem protesto dos taxistas?,Uberlândia.,2017-09-02 06:07:15.610 +00:00,2017-09-02 06:07:15.610 +00:00
Qual é a parte mais rápida da casa?,O corredor.,2017-09-02 06:07:15.610 +00:00,2017-09-02 06:07:15.610 +00:00
"Quem chega na frente na corrida: o policial, o mecânico ou o atleta?","O policial, pois segurança em primeiro lugar.",2017-09-02 06:07:15.610 +00:00,2017-09-02 06:07:15.610 +00:00
Como os canibais chamam os atletas?,Fast-food.,2017-09-02 06:07:15.610 +00:00,2017-09-02 06:07:15.610 +00:00
"O que quando está trabalhando tem o chapéu na cabeça, mas quando está descansando tem o chapéu no pé?",Caneta.,2017-09-02 06:07:15.610 +00:00,2017-09-02 06:07:15.610 +00:00
Por que uma pessoa não estava conseguindo ligar pra fábrica de bolos?,Porque estava sem cobertura.,2017-09-02 06:07:15.610 +00:00,2017-09-02 06:07:15.610 +00:00
